,City,Model,Variable,MSE,RMSE,MAE,R²,MAPE
0,Abidjan,KAN,T2M,0.002079219976566759,0.045598464629488994,0.025481682343850925,0.998016694138735,0.0977876660958781
1,Abidjan,KAN,PREC,45.092301222419216,6.715080135219476,4.110631823622099,0.06489960037486564,434.60769937782504
2,Abidjan,KAN,PS,0.015068279470497638,0.12275292041535157,0.09805237284642103,0.3928152277049143,0.097518497864591
3,Kigali,KAN,T2M,0.003040569693126759,0.05514136100176309,0.037843439549295026,0.9980412668770429,0.1977571601219124
4,Kigali,KAN,PREC,35.422674457911796,5.951695091140993,3.583714675702363,0.045475912945883046,846.9967959156131
5,Kigali,KAN,PS,0.011917534737935526,0.10916746190113392,0.08674227264138992,0.31230774870514066,0.10337590653568693
